,pathBucketImage,labelledby,reviewedby,mole,no_mole,dateInserted,ratios
56,sdd_Debarpan/Images_danderm/moles/Melanoma/7-178-5.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
57,sdd_Debarpan/Images_danderm/moles/Melanoma/7-178-6.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
58,sdd_Debarpan/Images_danderm/moles/Melanoma/7-178.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
59,sdd_Debarpan/Images_danderm/moles/Nevus/7-128_S.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
60,sdd_Debarpan/Images_danderm/moles/Nevus/7-129.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
61,sdd_Debarpan/Images_danderm/moles/Nevus/7-130-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
62,sdd_Debarpan/Images_danderm/moles/Nevus/7-130-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
63,sdd_Debarpan/Images_danderm/moles/Nevus/7-130.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
64,sdd_Debarpan/Images_danderm/moles/Nevus/7-131.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
65,sdd_Debarpan/Images_danderm/moles/Nevus/7-132.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
66,sdd_Debarpan/Images_danderm/moles/Nevus/7-133.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
67,sdd_Debarpan/Images_danderm/moles/Nevus/7-134-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
68,sdd_Debarpan/Images_danderm/moles/Nevus/7-134-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
69,sdd_Debarpan/Images_danderm/moles/Nevus/7-134-3.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
70,sdd_Debarpan/Images_danderm/moles/Nevus/7-134-4.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
71,sdd_Debarpan/Images_danderm/moles/Nevus/7-134-5.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
72,sdd_Debarpan/Images_danderm/moles/Nevus/7-134-6.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
73,sdd_Debarpan/Images_danderm/moles/Nevus/7-134.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
74,sdd_Debarpan/Images_danderm/moles/Nevus/7-135.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
75,sdd_Debarpan/Images_danderm/moles/Nevus/7-136-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
76,sdd_Debarpan/Images_danderm/moles/Nevus/7-136-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
77,sdd_Debarpan/Images_danderm/moles/Nevus/7-136-3.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
78,sdd_Debarpan/Images_danderm/moles/Nevus/7-136-4.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
79,sdd_Debarpan/Images_danderm/moles/Nevus/7-136.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
80,sdd_Debarpan/Images_danderm/moles/Nevus/7-137-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
81,sdd_Debarpan/Images_danderm/moles/Nevus/7-137-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
82,sdd_Debarpan/Images_danderm/moles/Nevus/7-137-3.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
83,sdd_Debarpan/Images_danderm/moles/Nevus/7-137.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
84,sdd_Debarpan/Images_danderm/moles/Nevus/7-138.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
85,sdd_Debarpan/Images_danderm/moles/Nevus/7-139_S.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
86,sdd_Debarpan/Images_danderm/moles/Nevus/7-140-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
87,sdd_Debarpan/Images_danderm/moles/Nevus/7-140-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
88,sdd_Debarpan/Images_danderm/moles/Nevus/7-140_S.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
89,sdd_Debarpan/Images_danderm/moles/Nevus/7-141.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
90,sdd_Debarpan/Images_danderm/moles/Nevus/7-142.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
91,sdd_Debarpan/Images_danderm/moles/Nevus/7-143-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
92,sdd_Debarpan/Images_danderm/moles/Nevus/7-143-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
93,sdd_Debarpan/Images_danderm/moles/Nevus/7-143-3.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
94,sdd_Debarpan/Images_danderm/moles/Nevus/7-143-4.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
95,sdd_Debarpan/Images_danderm/moles/Nevus/7-143-5.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
96,sdd_Debarpan/Images_danderm/moles/Nevus/7-143.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
97,sdd_Debarpan/Images_danderm/moles/Nevus/7-144.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
98,sdd_Debarpan/Images_danderm/moles/Nevus/7-145_S.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
99,sdd_Debarpan/Images_danderm/moles/Nevus/7-146-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
100,sdd_Debarpan/Images_danderm/moles/Nevus/7-146-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
101,sdd_Debarpan/Images_danderm/moles/Nevus/7-146-3.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
102,sdd_Debarpan/Images_danderm/moles/Nevus/7-146-4.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
103,sdd_Debarpan/Images_danderm/moles/Nevus/7-146.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
104,sdd_Debarpan/Images_danderm/moles/Nevus/7-147-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
105,sdd_Debarpan/Images_danderm/moles/Nevus/7-147-3.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
106,sdd_Debarpan/Images_danderm/moles/Nevus/7-147-4.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
107,sdd_Debarpan/Images_danderm/moles/Nevus/7-147-5.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
108,sdd_Debarpan/Images_danderm/moles/Nevus/7-147.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
109,sdd_Debarpan/Images_danderm/moles/Nevus/7-148-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
110,sdd_Debarpan/Images_danderm/moles/Nevus/7-148-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
111,sdd_Debarpan/Images_danderm/moles/Nevus/7-148.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
112,sdd_Debarpan/Images_danderm/moles/Nevus/7-149.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
113,sdd_Debarpan/Images_danderm/moles/Nevus/7-150-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
114,sdd_Debarpan/Images_danderm/moles/Nevus/7-150-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
115,sdd_Debarpan/Images_danderm/moles/Nevus/7-150.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
116,sdd_Debarpan/Images_danderm/moles/Nevus/7-151-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
117,sdd_Debarpan/Images_danderm/moles/Nevus/7-151-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
118,sdd_Debarpan/Images_danderm/moles/Nevus/7-151.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
119,sdd_Debarpan/Images_danderm/moles/Nevus/7-152-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
120,sdd_Debarpan/Images_danderm/moles/Nevus/7-152-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
121,sdd_Debarpan/Images_danderm/moles/Nevus/7-152-3.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
122,sdd_Debarpan/Images_danderm/moles/Nevus/7-152.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
123,sdd_Debarpan/Images_danderm/moles/Nevus/7-153.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
124,sdd_Debarpan/Images_danderm/moles/Nevus/7-154-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
125,sdd_Debarpan/Images_danderm/moles/Nevus/7-154-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
126,sdd_Debarpan/Images_danderm/moles/Nevus/7-154-3.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
127,sdd_Debarpan/Images_danderm/moles/Nevus/7-154-4.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
128,sdd_Debarpan/Images_danderm/moles/Nevus/7-154-5.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
129,sdd_Debarpan/Images_danderm/moles/Nevus/7-154.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
130,sdd_Debarpan/Images_danderm/moles/tumours/cutaneous_metastases/7-199-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
131,sdd_Debarpan/Images_danderm/moles/tumours/cutaneous_metastases/7-199-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
132,sdd_Debarpan/Images_danderm/moles/tumours/cutaneous_metastases/7-199.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
133,sdd_Debarpan/Images_danderm/moles/tumours/cutaneous_metastases/7-200-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
134,sdd_Debarpan/Images_danderm/moles/tumours/cutaneous_metastases/7-200-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
135,sdd_Debarpan/Images_danderm/moles/tumours/cutaneous_metastases/7-200-3.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
136,sdd_Debarpan/Images_danderm/moles/tumours/cutaneous_metastases/7-200.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
137,sdd_Debarpan/Images_danderm/moles/tumours/cutaneous_metastases/7-201-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
138,sdd_Debarpan/Images_danderm/moles/tumours/cutaneous_metastases/7-201-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
139,sdd_Debarpan/Images_danderm/moles/tumours/cutaneous_metastases/7-201-3.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
140,sdd_Debarpan/Images_danderm/moles/tumours/cutaneous_metastases/7-201-4.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
141,sdd_Debarpan/Images_danderm/moles/tumours/cutaneous_metastases/7-201.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
142,sdd_Debarpan/Images_danderm/moles/tumours/cutaneous_metastases/7-202.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
143,sdd_Debarpan/Images_danderm/moles/tumours/cutaneous_metastases/7-203.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
144,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-41.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
145,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-42-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
146,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-42.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
147,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-43-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
148,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-43-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
149,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-43.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
150,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-44.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
151,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-45-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
152,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-45.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
153,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-46.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
154,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-47-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
155,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-47-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
156,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-47-3.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
157,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-47-4.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
158,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-47-5.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
159,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-47-6.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
160,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-47.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
161,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-48.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
162,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-49.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
163,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-50-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
164,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-50-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
165,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-50.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
166,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-51.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
167,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-52.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
168,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-53-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
169,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-53-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
170,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-53.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
171,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-54.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
172,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-55-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
173,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-55-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
174,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-55-3.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
175,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-55.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
176,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-56-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
177,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-56-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
178,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-56.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
179,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-57.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
180,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-58-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
181,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-58-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
182,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-58-3.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
183,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-58-4.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
184,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-58-5.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
185,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-58-6.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
186,sdd_Debarpan/Images_danderm/moles/tumours/dermal/7-58.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
187,sdd_Debarpan/Images_danderm/moles/tumours/epidermal/7-01.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
188,sdd_Debarpan/Images_danderm/moles/tumours/epidermal/7-02.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
189,sdd_Debarpan/Images_danderm/moles/tumours/epidermal/7-03.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
190,sdd_Debarpan/Images_danderm/moles/tumours/epidermal/7-04.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
191,sdd_Debarpan/Images_danderm/moles/tumours/epidermal/7-05.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
192,sdd_Debarpan/Images_danderm/moles/tumours/epidermal/7-06.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
193,sdd_Debarpan/Images_danderm/moles/tumours/epidermal/7-07.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
194,sdd_Debarpan/Images_danderm/moles/tumours/epidermal/7-08.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
195,sdd_Debarpan/Images_danderm/moles/tumours/epidermal/7-09.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
196,sdd_Debarpan/Images_danderm/moles/tumours/epidermal/7-1-1.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
197,sdd_Debarpan/Images_danderm/moles/tumours/epidermal/7-1-2.jpg,KingsAndQueensOfDataScience,N/A,True,False,2022-07-26,0
